case_id,case_group,topology,size_description,seed,method,method_key,status,status_source,driver_status,driver_error,rel_error,RMSE,NMSE,NMSE_dB,contract_time_sec,emit_time_sec,total_time_sec,speedup_vs_exact,t_contract_ratio,num_blocks,refined_blocks,mean_rank,max_rank,peak_rank,num_exact_merges,num_compressed_merges,num_exact_leaves,num_compressed_leaves,mean_leaf_residual_ratio,mean_merge_residual_ratio,cache_enabled,cache_requests,cache_hits,cache_misses,cache_hit_rate,num_cached_states,leaf_states_built,internal_states_built,num_implicit_merge_sketches,num_explicit_merge_compressions,skipped_small_rank_merges,skipped_small_state_merges,skipped_low_saving_merges,rank_policy,leaf_tol,merge_tol,target_rank,run_dir,t_contract_ratio_recomputed,t_emit_ratio,contract_time_exact_mean_by_case,emit_time_exact_mean_by_case,total_time_exact_mean_by_case,contract_speedup_vs_exact,emit_speedup_vs_exact,total_speedup_vs_exact,delta_total,delta_contract,delta_emit,gain_share_contract,gain_share_emit,log10_contract_time,log10_emit_time
main_grid2d_3x3,main_core,grid2d,"grid_shape=[3,3], phys_dim=3, bond_dim=4, open_legs_per_node=1",1,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.9796896242282239,1.4369557528868047e-06,0.9597917691488239,-0.17822978750934815,0.06354020000071614,0.00021219999689492397,0.06375239999761106,509.3029486059673,0.9966714978902825,9,0,1.0,4,4,12,54,13,0,0.0,0.0,True,141,62,79,0.4397163120567376,79,13,66,45,9,0,0,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__fixed_rank__s1\2026-04-10_22-50-28,0.9966714979059161,0.0033285020940839174,37.19936439999947,0.00015476666764395,37.19951916666711,585.4461333074212,0.7293434020198715,583.499902247775,37.1357667666695,37.13582419999875,-5.743332925097397e-05,1.000001546577175,-1.5465771748254882e-06,-1.1969514225105915,-3.673254626789614
main_grid2d_3x3,main_core,grid2d,"grid_shape=[3,3], phys_dim=3, bond_dim=4, open_legs_per_node=1",2,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.9768860698784515,1.8211641386008455e-06,0.9543064008199473,-0.20312163219542217,0.06735630000366655,0.00010350000047765207,0.0674598000041442,484.95424382377263,0.9984657529155176,9,0,1.0,4,4,12,54,13,0,0.0,0.0,True,141,62,79,0.4397163120567376,79,13,66,45,9,0,0,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__fixed_rank__s2\2026-04-10_22-51-02,0.9984657529303186,0.0015342470696814079,37.19936439999947,0.00015476666764395,37.19951916666711,552.2774320735331,1.495330115262826,551.4323962475706,37.132059366662965,37.1320080999958,5.1266667166297936e-05,0.9999986193422062,1.3806577938503722e-06,-1.1716217773891138,-3.9850596482027965
main_grid2d_3x3,main_core,grid2d,"grid_shape=[3,3], phys_dim=3, bond_dim=4, open_legs_per_node=1",0,ASTNC-L2,astnc_l2,ok,runner,ok,,0.004461158998039453,9.539491641350845e-09,1.9901939738467393e-05,-47.011045931049495,0.4707789000003686,0.00018839999938791152,0.4709672999997565,69.70216297383712,0.9995999722265483,9,0,1.0,16,64,30,36,13,0,0.0,0.00047029083613557234,True,141,62,79,0.4397163120567376,79,13,66,13,23,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__astnc_l2__s0\2026-04-10_22-51-36,0.9995999722286706,0.000400027771329366,37.19936439999947,0.00015476666764395,37.19951916666711,79.0166347726509,0.8214791302907002,78.98535453881053,36.72855186666735,36.7285854999991,-3.363333174396152e-05,1.0000009157271397,-9.15727139639424e-07,-0.32718301018450474,-3.724919102954111
main_grid2d_3x3,main_core,grid2d,"grid_shape=[3,3], phys_dim=3, bond_dim=4, open_legs_per_node=1",1,ASTNC-L2,astnc_l2,ok,runner,ok,,0.0036330415769231495,5.328748886719373e-09,1.3198991227935569e-05,-48.79459259770086,0.4472024999977293,0.00010399999700894114,0.44730649999473826,73.8226245321957,0.9997674972350952,9,0,1.0,16,64,30,36,13,0,0.0,0.0003575459070732554,True,141,62,79,0.4397163120567376,79,13,66,14,22,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__astnc_l2__s1\2026-04-10_22-52-10,0.9997674972373302,0.00023250276266981255,37.19936439999947,0.00015476666764395,37.19951916666711,83.18237129754048,1.4881410778371882,83.16337716332022,36.75221266667237,36.75216190000174,5.0766670635008865e-05,0.9999986186771639,1.3813228361362057e-06,-0.34949577727685716,-3.982966673191608
main_grid2d_3x3,main_core,grid2d,"grid_shape=[3,3], phys_dim=3, bond_dim=4, open_legs_per_node=1",2,ASTNC-L2,astnc_l2,ok,runner,ok,,0.004138565325776211,7.715338552732508e-09,1.712772308668925e-05,-47.66300367134391,0.40936689999762166,0.00014969999938330147,0.40951659999700496,77.48979284393299,0.9996344470520022,9,0,1.0,16,64,30,36,13,0,0.0,0.0003810082344989052,True,141,62,79,0.4397163120567376,79,13,66,14,22,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__astnc_l2__s2\2026-04-10_22-52-45,0.9996344470544433,0.00036555294555677676,37.19936439999947,0.00015476666764395,37.19951916666711,90.87047438426406,1.0338454795024783,90.83763433994903,36.790002566670104,36.789997500001846,5.066668260648527e-06,0.9999998622813834,1.3771861666676464e-07,-0.38788727581501486,-3.824778201446051
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,0.6925601999992068,3.3599999369471334e-05,0.6925937999985763,1.0050375848081319,0.9999514867150565,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__exact__s0\2026-04-10_22-53-18,0.9999514867165002,4.851328349970849e-05,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,1.0,1.0,1.0,0.0,0.0,0.0,,,-0.15954247007413958,-4.4736607307600105
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,0.2754540999994788,4.0200002331403084e-05,0.2754943000018102,1.0187775209973686,0.9998540804534578,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__exact__s1\2026-04-10_22-53-21,0.999854080457087,0.00014591954291300743,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,1.0,1.0,1.0,0.0,0.0,0.0,,,-0.5599507589817194,-4.395773921728578
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,1.2296146000007866,4.090000038559083e-05,1.2296555000011722,0.9783479193982955,0.9999667386504711,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__exact__s2\2026-04-10_22-53-22,0.9999667386512844,3.3261348715597047e-05,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,1.0,1.0,1.0,0.0,0.0,0.0,,,0.08976901117852482,-4.388276687898283
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.935519502694432,1.5305600428228543e-05,0.8751967412424866,-0.5789430808450272,0.014656599998488673,3.879999894706998e-05,0.014695399997435743,55.46581924186496,0.9973597180103161,9,0,1.0,4,9,15,18,12,0,0.0,0.0,True,75,30,45,0.4,45,12,33,9,9,0,3,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s0\2026-04-10_22-53-26,0.997359718078185,0.002640281921815013,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,49.98041610892209,0.9853952336694323,49.851055441046206,0.7178858000030838,0.7178863666680021,-5.66664918248229e-07,1.0000007893524545,-7.893524544513831e-07,-1.8339667645619306,-4.411168286191404
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.861307386204862,1.1694672285128219e-05,0.7418504148801116,-1.296836560973906,0.020435999998881016,3.270000161137432e-05,0.02046870000049239,13.674625158240161,0.9984024387181898,9,0,1.0,4,9,27,36,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,18,18,0,9,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s1\2026-04-10_22-53-28,0.9984024387669668,0.0015975612330332506,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,35.84571181770413,1.1692150502990413,35.79031399077112,0.7121125000000271,0.7121069666676098,5.533332417447433e-06,0.999992229693458,7.77030654208039e-06,-1.6896041060135543,-4.485452225938767
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.9881300222398411,1.7492439285785038e-06,0.976400954470448,-0.10371804714654329,0.06597829999918758,3.459999970800709e-05,0.06601289999889559,16.7514803924792,0.9994758600105726,9,0,1.0,4,4,12,21,12,0,0.0,0.0,True,75,30,45,0.4,45,12,33,12,9,0,0,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s2\2026-04-10_22-53-29,0.9994758600257133,0.0005241399742866312,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,11.102786320282743,1.105009663337478,11.097546085882847,0.6665683000016239,0.6665646666673032,3.6333343208146615e-06,0.9999945491942526,5.450805747596772e-06,-1.1805988787040356,-4.460923904872279
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,ASTNC-L2,astnc_l2,ok,runner,ok,,4.94505031907079e-15,8.090367337419703e-20,2.4453522695047434e-29,-286.1165856898126,0.039196900002934854,3.409999953873921e-05,0.03923100000247359,20.98282480509932,0.9991307894130733,9,0,1.0,16,81,12,21,12,0,0.0,1.701207195360825e-09,True,75,30,45,0.4,45,12,33,3,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s0\2026-04-10_22-53-31,0.9991307894385413,0.0008692105614587734,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,18.68879851752669,1.121212156773987,18.673528585922583,0.6933501999980459,0.6933460666635559,4.133334490082539e-06,0.9999940386048926,5.961395107543329e-06,-1.406748279021796,-4.467245626882078
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,ASTNC-L2,astnc_l2,ok,runner,ok,,3.535549354709715e-15,4.8005034803442705e-20,1.250010926231982e-29,-289.0308619084673,0.030996999996204977,2.890000178012997e-05,0.031025899997985107,9.37083211165541,0.9990685200822192,9,0,1.0,16,27,36,27,12,0,0.0,1.7783001094921215e-09,True,135,60,75,0.4444444444444444,75,12,63,0,27,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s1\2026-04-10_22-53-33,0.9990685201144203,0.0009314798855796867,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,23.632705318455898,1.3229526530724598,23.611924232595833,0.7015553000025344,0.7015459666702858,9.333332248691782e-06,0.9999866962272987,1.3303772701393695e-05,-1.5086803367509158,-4.539102130492567
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,ASTNC-L2,astnc_l2,ok,runner,ok,,5.636442226415966e-14,9.977950392593688e-20,3.176948141484239e-27,-264.9798987426667,0.08687340000142285,3.1800000215298496e-05,0.08690520000163815,12.090437625889749,0.9996340840224252,9,0,1.0,16,81,12,21,12,0,0.0,2.455053303444738e-09,True,75,30,45,0.4,45,12,33,3,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s2\2026-04-10_22-53-34,0.9996340840339278,0.00036591596607221514,0.7325429666664908,3.823333402882175e-05,0.7325812000005195,8.43230455645218,1.2023060933951906,8.42965898457987,0.6456759999988814,0.6456695666650679,6.433333813523255e-06,0.9999900362816436,9.963718356473526e-06,-1.0611131809854497,-4.497572877075223
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",0,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,0.9313113000007434,4.769999941345304e-05,0.9313590000001568,0.9550467649941754,0.9999487845176636,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__exact__s0\2026-04-10_22-53-36,0.9999487845187371,5.1215481262805225e-05,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,1.0,1.0,1.0,0.0,0.0,0.0,,,-0.030905127531285242,-4.321481626300224
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",1,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,1.0336931999991066,4.850000004807953e-05,1.0337416999991547,0.9366780889248212,0.9999530830563881,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__exact__s1\2026-04-10_22-53-39,0.9999530830573555,4.6916942644491547e-05,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,1.0,1.0,1.0,0.0,0.0,0.0,,,0.014391659339629152,-4.314258260967207
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",2,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,0.9901488000014069,4.799999987881165e-05,0.9901968000012857,1.0286401652608803,0.9999515247869124,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__exact__s2\2026-04-10_22-53-42,0.9999515247879223,4.847521207779032e-05,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,1.0,1.0,1.0,0.0,0.0,0.0,,,-0.004299534530241069,-4.318758763720901
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",0,fixed-rank baseline,fixed_rank,ok,runner,ok,,2.242990577851192e-15,2.268703235839821e-19,5.031006733557367e-30,-292.98345101409126,0.017548900003021117,8.030000208236743e-05,0.017629200005103485,59.17970751025622,0.9954450568911485,9,0,1.0,4,9,27,36,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,0,36,0,9,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__fixed_rank__s0\2026-04-10_22-53-45,0.9954450569476141,0.00455494305238589,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,56.13178602823187,0.5985886077247818,55.87883547646455,0.9674699666617622,0.9675021999973978,-3.223333563558602e-05,1.000033317143422,-3.3317143421833105e-05,-1.755750100713256,-4.095284443459044
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",1,fixed-rank baseline,fixed_rank,ok,runner,ok,,3.903948635811482e-15,1.1722310273368252e-19,1.5240814963587016e-29,-288.16991809589217,0.013560200000938494,2.9799999538226984e-05,0.01359000000047672,75.40931566500436,0.9978072111453282,9,0,1.0,4,9,27,36,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,0,36,0,9,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__fixed_rank__s1\2026-04-10_22-53-47,0.9978072112187504,0.0021927887812495687,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,72.6428149977319,1.612975409114427,72.48706156234802,0.971509166666389,0.9714908999994805,1.826666690855442e-05,0.9999811976381333,1.8802361866779065e-05,-1.8677339049628041,-4.525783742653458
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",2,fixed-rank baseline,fixed_rank,ok,runner,ok,,2.5660039573652933e-15,2.7329770107648544e-19,6.584376310740794e-30,-291.8148535625752,0.012523899997177068,3.099999776168261e-05,0.01255489999493875,71.2457765726635,0.997530844628654,9,0,1.0,4,9,27,36,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,0,36,0,9,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__fixed_rank__s2\2026-04-10_22-53-49,0.9975308447081076,0.002469155291892378,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,78.65370213930589,1.5505377392702255,78.46332245290589,0.972544266671927,0.9725272000032419,1.7066668685098797e-05,0.9999824515250668,1.754847493317852e-05,-1.9022604088647335,-4.5086383375234345
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",0,ASTNC-L2,astnc_l2,ok,runner,ok,,2.393505278631536e-15,2.4209433709851784e-19,5.728867520235528e-30,-292.41931220671654,0.02219909999803349,3.690000266942661e-05,0.022236000000702916,43.47520686849234,0.9983405287072046,9,0,1.0,16,4,18,45,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,0,45,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__astnc_l2__s0\2026-04-10_22-53-51,0.998340528752102,0.0016594712478980097,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,44.37347009958421,1.3026195926702981,44.30199526154547,0.9628631666661628,0.9628520000023855,1.1166663777354792e-05,0.9999884026472672,1.1597352732910615e-05,-1.6536646324777824,-4.432973602423129
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",1,ASTNC-L2,astnc_l2,ok,runner,ok,,2.860386935716153e-15,8.588827950955896e-20,8.181813428743635e-30,-290.87150428014246,0.021292400000675116,3.449999894655775e-05,0.021326899999621673,47.95384701823271,0.9983823246723363,9,0,1.0,16,4,18,45,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,0,45,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__astnc_l2__s1\2026-04-10_22-53-53,0.9983823247191496,0.001617675280850464,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,46.26303751428613,1.3932367511442278,46.19045274673491,0.963772266667244,0.9637586999997438,1.3566667500223652e-05,0.9999859233680306,1.4076631969435717e-05,-1.6717753837328817,-4.462180918187716
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",2,ASTNC-L2,astnc_l2,ok,runner,ok,,2.4574180016932725e-15,2.617325232562503e-19,6.0389032364461456e-30,-292.1904192919515,0.021166200001971447,3.279999873484485e-05,0.021199000000706292,46.9937025293905,0.9984527572181611,9,0,1.0,16,4,18,45,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,0,45,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__astnc_l2__s2\2026-04-10_22-53-55,0.9984527572652601,0.0015472427347399426,0.985051100000419,4.8066666446781405e-05,0.9850991666668657,46.538873293679075,1.4654472042926672,46.46913376263243,0.9639001666661594,0.9638848999984475,1.5266667711936556e-05,0.9999841615675151,1.5838432484911134e-05,-1.67435710448924,-4.484126173039843
